Planet Name,Host Name,Number of Stars,Number of Planets,Number of Moons,Discovery Method,Discovery Year,Discovery Telescope,Discovery Instrument,Controversial Flag,Orbital Period [days],Orbit Semi-Major Axis [au],Planet Radius [Earth Radius],Planet Radius [Jupiter Radius],Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Density [g/cm**3],Eccentricity,Insolation Flux [Earth Flux],Equilibrium Temperature [K],Data show Transit Timing Variations,Impact Parameter,Transit Duration [hours],Ratio of Planet to Stellar Radius,Stellar Effective Temperature [K],Stellar Radius [Solar Radius],Stellar Mass [Solar mass],Stellar Luminosity [log(Solar)],Stellar Surface Gravity [log10(cm/s**2)],Stellar Age [Gyr],Stellar Density [g/cm**3],RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Distance [pc]
HAT-P-5 b,HAT-P-5,1,1,0,Transit,2007,Canon 200mm f/1.8L,2K CCD Sensor,0,2.78849,0.04073,13.563,1.21,311.4734,0.98,0.642,0.0,850.68,1539.0,0,0.425,2.9462464,0.1106,5960.0,1.12,1.04,0.187,4.37,2.6,1.04,18h17m37.33s,274.4055335,+36d37m17.26s,36.6214617,303.336
HAT-P-50 b,HAT-P-50,1,1,0,Transit,2015,Multiple Telescopes,Multiple Instruments,0,3.1220109,0.0453,14.437,1.288,429.0705,1.35,0.78,0.115,1198.68,1862.0,0,0.629,3.6744,0.0782,6280.0,1.7,1.27,0.603,4.07,3.37,0.357,07h52m15.23s,118.0634379,+12d08m21.65s,12.1393474,515.458
HAT-P-51 b,HAT-P-51,1,1,0,Transit,2015,Multiple Telescopes,Multiple Instruments,0,4.21802091,0.05042,13.507,1.205,97.57332,0.307,0.218,0.07,310.0,1168.0,0,0.277,3.3672,0.1253,5453.0,0.99,0.96,-0.102,4.43,8.1,1.38,01h24m15.63s,21.0651251,+32d48m38.52s,32.8107,440.089
HAT-P-52 b,HAT-P-52,1,1,0,Transit,2015,Multiple Telescopes,Multiple Instruments,0,2.7535953,0.03694,11.31,1.009,259.98494,0.818,0.98,0.047,227.76,1218.0,0,0.461,2.4072,0.1161,5131.0,0.89,0.89,-0.305,4.48,9.4,1.75,02h50m53.22s,42.7217412,+29d01m20.10s,29.0222492,361.155
HAT-P-53 b,HAT-P-53,1,1,0,Transit,2015,Multiple Telescopes,Multiple Instruments,0,1.9616241,0.03159,14.773,1.318,471.65972,1.484,0.8,0.134,1611.53,1778.0,0,0.38,2.7936,0.112,5956.0,1.21,1.09,0.217,4.31,4.67,0.87,01h27m29.06s,21.8711012,+38d58m05.21s,38.9681137,666.802
HAT-P-54 b,HAT-P-54,1,1,0,Transit,2015,Canon 200mm f/1.8L,2K CCD Sensor,0,3.799847,0.04117,10.581,0.944,241.5508,0.76,1.118,0.074,22.2,818.0,0,0.741,1.428,0.1572,4390.0,0.62,0.65,-0.902,4.67,3.9,2.08306,06h39m35.52s,99.8979924,+25d28m56.64s,25.4824005,143.651
HAT-P-55 b,HAT-P-55,1,1,0,Transit,2015,Canon 200mm f/1.8L,2K CCD Sensor,0,3.5852313,0.04628,14.841,1.324,189.42573,0.596,0.318,0.17,583.0,1367.0,0,0.392,2.9352,0.122,5804.0,1.1,1.03,0.097,4.36,5.3,1.073,17h37m05.64s,264.2735096,+25d43m52.13s,25.7311468,511.388
HAT-P-56 b,HAT-P-56,1,1,0,Transit,2015,Canon 200mm f/1.8L,2K CCD Sensor,0,2.79083,0.0423,16.926,1.51,734.1873,2.31,0.75,0.29,3515.0,1840.0,0,0.8725,2.27112,0.1054,6566.0,1.47,1.42,0.553,3.39,2.01,0.63,06h43m23.52s,100.8480137,+27d15m07.86s,27.2521823,320.639
HAT-P-58 b,HAT-P-58,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,4.0138379,0.04994,14.93,1.332,118.23217,0.372,0.194,0.073,1146.0,1622.0,0,0.534,4.15,0.0895,6078.0,1.53,1.03,0.456,4.08,7.11,0.405,04h35m23.16s,68.8465093,+56d52m05.77s,56.8682691,515.59
HAT-P-59 b,HAT-P-59,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,4.1419771,0.05064,12.588,1.123,489.45575,1.54,1.347,0.03,441.4,1278.0,0,0.8299,2.339,0.10452,5678.0,1.1,1.01,0.054,4.36,7.3,1.059,19h29m50.12s,292.4588212,+62d31m45.08s,62.5291892,265.471
HAT-P-6 b,HAT-P-6,1,1,0,Transit,2007,Canon 200mm f/1.8L,2K CCD Sensor,0,3.85298,0.05239,16.589,1.48,419.5356,1.32,0.558,0.0,1669.87,1675.0,0,0.602,3.5064,0.0934,6570.0,1.62,1.79,0.553,4.22,2.3,0.59,23h39m05.78s,354.7740917,+42d27m57.55s,42.4659866,275.358
HAT-P-60 b,HAT-P-60,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,4.7947813,0.06277,18.282,1.631,182.43351,0.574,0.164,0.25,1634.0,1772.0,0,0.668,5.035,0.07622,6212.0,2.2,1.44,0.809,3.91,2.765,0.1909,01h53m07.82s,28.2825719,+52d03m14.12s,52.0539209,233.22
HAT-P-61 b,HAT-P-61,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,1.90231289,0.0301,10.077,0.899,335.94463,1.057,1.8,0.113,849.5,1505.0,0,0.767,1.658,0.0984,5587.0,0.94,1.0,-0.115,4.5,2.6,1.715,05h01m55.24s,75.4801665,+50d07m52.24s,50.1311784,338.84
HAT-P-62 b,HAT-P-62,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,2.6453235,0.03772,12.027,1.073,241.86742,0.761,0.77,0.101,867.2,1512.0,0,0.25,3.103,0.0942,5629.0,1.17,1.02,0.091,4.31,8.1,0.901,04h58m01.05s,74.5043816,+48d18m03.08s,48.3008551,348.815
HAT-P-63 b,HAT-P-63,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,3.377728,0.04294,12.543,1.119,195.14664,0.614,0.54,0.069,387.4,1237.0,0,0.262,2.933,0.1191,5400.0,0.97,0.93,-0.146,4.44,9.0,1.448,17h58m17.30s,269.5720695,+05d45m40.94s,5.7613709,403.458
HAT-P-64 b,HAT-P-64,1,1,0,Transit,2021,Multiple Telescopes,Apogee 4K CCD Sensor,0,4.007232,0.05387,19.089,1.703,184.34048,0.58,0.144,0.101,1611.0,1766.0,0,0.232,4.925,0.1007,6457.0,1.74,1.3,0.668,4.07,2.88,0.35,04h35m53.85s,68.9743955,+02d25m52.58s,2.4312732,651.897
HAT-P-65 b,HAT-P-65,1,1,0,Transit,2016,Canon 200mm f/1.8L,2K CCD Sensor,0,2.60544751,0.04042,18.058,1.611,176.07694,0.554,0.164,0.304,1821.0,1818.0,0,0.464,4.3656,0.1006,5872.0,1.67,1.3,0.473,4.11,3.9,0.397,21h03m37.32s,315.9054895,+11d59m21.72s,11.9893675,738.519
HAT-P-66 b,HAT-P-66,1,1,0,Transit,2016,Canon 200mm f/1.8L,2K CCD Sensor,0,2.972086,0.04363,17.822,1.59,248.86089,0.783,0.242,0.09,1939.51,1896.0,0,0.33,4.6992,0.0872,6002.0,1.88,1.26,0.615,3.99,4.66,0.269,10h02m17.43s,150.5726262,+53d57m02.97s,53.9508237,935.456
HAT-P-67 b,HAT-P-67,2,1,0,Transit,2017,Canon 200mm f/1.8L,2K CCD Sensor,0,4.8101025,0.06505,23.371,2.085,108.0622,0.34,0.052,0.0,2029.17,1903.0,0,0.12,6.9888,0.0834,6406.0,2.55,1.64,0.939,3.85,1.24,0.09809,17h06m26.57s,256.6107279,+44d46m36.79s,44.7768849,371.686
HAT-P-68 b,HAT-P-68,1,1,0,Transit,2020,Canon 200mm f/1.8L,2K CCD Sensor,0,2.29840551,0.02996,12.016,1.072,230.10892,0.724,0.727,0.041,184.8,1028.0,0,0.212,2.0868,0.1644,4508.0,0.67,0.68,-0.779,4.62,11.1,3.165,07h53m55.96s,118.4831501,+23d56m17.59s,23.9382192,202.152
HAT-P-69 b,HAT-P-69,1,1,0,Transit,2019,Canon 200mm f/1.8L,2K CCD Sensor,0,4.7869491,0.06555,18.786,1.676,1137.8314,3.58,1.02,0.0,2320.18,1930.0,0,0.366,5.1264,0.08703,7394.0,1.93,1.65,1.0,4.11,1.27,0.36453,08h42m01.35s,130.5056385,+03d42m38.04s,3.7105662,341.263
HAT-P-7 b,HAT-P-7,2,1,0,Transit,2008,Canon 200mm f/1.8L,2K CCD Sensor,0,2.20474,0.03676,16.926,1.51,584.8072,1.84,0.712,0.0,4353.41,2733.0,0,0.496,3.88216,0.07541,6389.0,2.0,1.56,0.814,4.07,2.07,0.27,19h28m59.33s,292.24719,+47d58m10.35s,47.9695429,341.079
HAT-P-70 b,HAT-P-70,1,1,0,Transit,2019,Canon 200mm f/1.8L,2K CCD Sensor,0,2.74432452,0.04739,20.961,1.87,2154.8874,6.78,1.54,0.0,5405.6,2562.0,0,-0.629,3.48,0.09887,8450.0,1.86,1.89,1.223,4.18,0.6,0.40362,04h58m12.56s,74.5523332,+09d59m52.73s,9.9979794,330.739
HAT-P-8 b,HAT-P-8,3,1,0,Transit,2008,Canon 200mm f/1.8L,2K CCD Sensor,0,3.07634,0.04496,15.693,1.4,406.8224,1.28,0.568,0.0,1519.96,1700.0,0,0.32,3.9016058,0.0921,6200.0,1.57,1.27,0.519,4.15,3.4,0.46,22h52m09.96s,343.0414932,+35d26m49.84s,35.4471778,211.553
HAT-P-9 b,HAT-P-9,1,1,0,Transit,2008,Canon 200mm f/1.8L,2K CCD Sensor,0,3.92281072,0.05287,15.614,1.393,238.05467,0.749,0.342,0.084,931.0,1540.0,0,0.51,3.36,0.10696,6350.0,1.34,1.28,0.418,4.29,1.6,0.755,07h20m40.44s,110.1685157,+37d08m26.14s,37.1405946,455.203
HATS-1 b,HATS-1,1,1,0,Transit,2012,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.446459,0.0444,14.594,1.302,589.55,1.855,1.03,0.12,489.95,1359.0,0,0.633,2.4168,0.1288,5870.0,1.04,0.99,0.041,4.4,6.0,2.18527,11h42m06.06s,175.5252399,-23d21m17.44s,-23.3548451,283.971
HATS-13 b,HATS-13,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.0440499,0.04057,13.585,1.212,172.58169,0.543,0.377,0.181,315.99,1244.0,0,0.249,2.63472,0.1402,5523.0,0.89,0.96,-0.321,4.52,2.5,1.93,21h07m50.76s,316.9614798,-26d05m48.19s,-26.0967205,421.855
HATS-14 b,HATS-14,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.7667641,0.03815,11.646,1.039,340.39593,1.071,1.191,0.142,505.88,1276.0,0,0.18,2.64216,0.1145,5346.0,0.93,0.97,-0.173,4.48,4.9,1.682,20h52m51.71s,313.2154754,-25d41m14.55s,-25.6873756,513.011
HATS-16 b,HATS-16,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.686502,0.03744,14.572,1.3,1039.3041,3.27,1.86,0.0,994.81,1592.0,0,0.732,2.6208,0.1075,5738.0,1.24,0.97,0.173,4.24,9.5,0.72,23h54m14.12s,358.5588439,-30d00m46.94s,-30.0130385,757.044
HATS-17 b,HATS-17,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,16.254611,0.1308,8.709,0.777,425.25654,1.338,3.5,0.029,72.7,814.0,0,0.432,4.8264,0.0726,5846.0,1.09,1.13,0.093,4.42,2.1,1.22,12h48m45.50s,192.1895676,-47d36m49.24s,-47.6136789,400.331
HATS-18 b,HATS-18,1,1,0,Transit,2016,Multiple Telescopes,Multiple Instruments,0,0.83784,0.0174,14.897,1.329,629.14449,1.9795,1.1169,0.166,2990.0,2069.0,0,0.3,1.944,0.132,5600.0,1.02,1.04,-0.032,4.44,4.2,1.37,11h35m49.78s,173.9574203,-29d09m21.83s,-29.1560639,624.368
HATS-2 b,HATS-2,1,1,0,Transit,2013,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.35413379,0.02317,12.576,1.122,435.42492,1.37,1.20684,0.29,667.12,1550.0,0,0.271,2.0688,0.1335,5227.0,0.88,0.9,-0.268,4.51,7.2,1.346,11h46m57.32s,176.7388264,-22d33m46.83s,-22.5630097,341.925
HATS-24 b,HATS-24,1,1,0,Transit,2017,Multiple Telescopes,Multiple Instruments,0,1.3484978,0.0238,15.637,1.395,718.2958,2.26,1.03,0.0,2706.96,2166.0,0,0.276,2.4074261,0.12801,6125.0,1.12,1.07,0.19,4.37,3.7,1.059,17h55m33.77s,268.8907069,-61d44m50.64s,-61.7474,494.182
HATS-25 b,HATS-25,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.2986432,0.05163,14.123,1.26,194.82979,0.613,0.38,0.176,454.87,1277.0,0,0.538,3.204,0.1171,5715.0,1.11,0.99,0.068,4.35,7.5,1.03,13h51m37.84s,207.9076746,-23d46m52.47s,-23.7812403,471.158
HATS-26 b,HATS-26,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.3023881,0.04735,19.616,1.75,206.5895,0.65,0.153,0.245,2236.57,1918.0,0,0.33,5.2152,0.0879,6071.0,2.04,1.3,0.704,3.94,4.04,0.218,09h39m42.45s,144.9268593,-28d35m08.16s,-28.5856004,861.843
HATS-27 b,HATS-27,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.637038,0.0611,16.814,1.5,168.4499,0.53,0.18,0.581,1342.57,1659.0,0,0.36,4.8312,0.0895,6438.0,1.74,1.42,0.669,4.11,2.3,0.379,12h54m12.59s,193.5524603,-46d35m15.78s,-46.5877159,816.988
HATS-3 b,HATS-3,1,1,0,Transit,2013,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.547851,0.0485,15.48,1.381,340.382,1.071,0.51,0.0,1212.0,1648.0,0,0.497,3.5856,0.1011,6351.0,1.4,1.21,0.456,4.22,3.2,0.62,20h49m49.80s,312.4574879,-24d25m43.30s,-24.4286938,411.211
HATS-30 b,HATS-30,2,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.1743516,0.04354,13.171,1.175,224.38798,0.706,0.543,0.096,718.91,1414.0,0,0.487,2.7504,0.1137,5943.0,1.06,1.09,0.097,4.42,2.3,1.29,00h22m28.45s,5.618525,-59d56m33.32s,-59.9425892,342.14
HATS-31 b,HATS-31,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.37796,0.0478,18.383,1.64,279.6904,0.88,0.243,0.233,1619.41,1823.0,0,0.48,4.5936,0.0908,6050.0,1.87,1.28,0.619,4.0,4.3,0.275,12h46m48.68s,191.7028214,-24d25m38.60s,-24.4273897,773.974
HATS-32 b,HATS-32,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.8126548,0.04024,14.0,1.249,292.4036,0.92,0.58,0.471,614.59,1437.0,0,0.4,2.8536,0.1171,5700.0,1.1,1.1,0.057,4.4,3.5,1.17,23h04m18.02s,346.0750861,-21d16m19.26s,-21.2720168,745.116
HATS-33 b,HATS-33,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.5495551,0.03727,13.787,1.23,378.85336,1.192,0.79,0.08,757.13,1429.0,0,0.33,2.676,0.1237,5659.0,1.02,1.06,-0.018,4.45,3.0,1.4,19h38m32.09s,294.6336944,-55d19m48.97s,-55.3302692,248.46
HATS-34 b,HATS-34,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.1061607,0.03166,16.029,1.43,299.07803,0.941,0.4,0.108,691.84,1445.0,0,0.937,1.5552,0.15,5380.0,0.98,0.96,-0.14,4.44,7.7,1.44,00h03m05.88s,0.7744866,-62d28m09.54s,-62.4693167,508.842
HATS-35 b,HATS-35,1,1,0,Transit,2016,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.8209993,0.03199,16.41,1.464,388.38826,1.222,0.484,0.306,2440.7,2037.0,0,0.26,3.1176,0.1051,6300.0,1.43,1.32,0.465,4.24,2.13,0.628,19h46m45.23s,296.688442,-63d33m56.34s,-63.5656488,514.555
HATS-36 b,HATS-36,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.175186,0.0523,12.92,1.153,1022.14128,3.216,2.12,0.105,561.0,1203.0,0,0.17,3.3792,0.1077,5950.0,1.1,1.1,0.215,4.4,0.62,1.19,19h25m54.89s,291.4787013,-23d12m10.15s,-23.2028183,856.436
HATS-37 A b,HATS-37 A,2,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.3315366,0.04913,6.793,0.606,31.46517,0.099,0.55,0.0,229.7,1085.0,0,0.14,2.9136,0.0707,5326.0,0.88,0.84,-0.256,4.48,11.46,0.86724,13h19m12.44s,199.80183,-22d59m12.64s,-22.9868431,211.896
HATS-38 b,HATS-38,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.375021,0.05036,6.882,0.614,23.51942,0.074,0.403,0.0,464.7,1294.0,0,0.476,3.216,0.057,5732.0,1.1,0.89,0.072,4.3,11.89,1.02548,10h17m05.05s,154.2710615,-25d16m34.67s,-25.2762982,343.525
HATS-39 b,HATS-39,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.5776348,0.06007,17.598,1.57,200.2329,0.63,0.202,0.275,1547.1,1645.0,0,0.696,3.732,0.0993,6572.0,1.62,1.38,0.64,4.16,2.06,0.457,07h29m40.61s,112.4192251,-29d56m16.50s,-29.9379163,878.521
HATS-4 b,HATS-4,1,1,0,Transit,2014,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.516729,0.0362,11.433,1.02,420.471,1.323,1.55,0.013,558.83,1315.0,0,0.217,2.5272,0.1132,5403.0,0.93,1.0,-0.187,4.51,2.1,1.35215,06h16m26.90s,94.1120914,-22d32m48.78s,-22.5468824,416.459
HATS-40 b,HATS-40,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.2642736,0.04997,17.71,1.58,505.3497,1.59,0.49,0.312,3163.38,2101.0,0,0.35,5.3304,0.0716,6460.0,2.26,1.56,0.903,3.92,2.07,0.189,06h42m17.10s,100.5712467,-29d46m36.41s,-29.77678,1342.29
HATS-41 b,HATS-41,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.193649,0.0583,14.908,1.33,3082.951,9.7,5.1,0.38,1300.31,1710.0,0,0.849,2.196,0.0798,6424.0,1.71,1.5,0.653,4.14,1.34,0.42,06h54m04.17s,103.5173558,-27d03m01.50s,-27.0504156,737.668
HATS-42 b,HATS-42,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.292102,0.03689,15.693,1.4,597.5204,1.88,0.83,0.229,1637.21,1856.0,0,0.46,3.2664,0.0976,6060.0,1.48,1.27,0.425,4.2,3.26,0.55,07h13m48.58s,108.4523991,-33d26m14.45s,-33.4373462,800.377
HATS-43 b,HATS-43,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.3888497,0.04944,13.227,1.18,82.95363,0.261,0.191,0.173,192.23,1003.0,0,0.172,2.98848,0.1492,5099.0,0.81,0.84,-0.398,4.54,8.6,2.18,05h22m09.18s,80.5382418,-30d58m14.94s,-30.9708179,362.273
HATS-44 b,HATS-44,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.7439004,0.03649,11.96,1.067,177.9848,0.56,0.56,0.279,306.42,1161.0,0,0.862,1.6512,0.129,5080.0,0.85,0.86,-0.398,4.51,9.7,1.98,05h37m18.42s,84.3267559,-27d58m21.27s,-27.9725758,446.035
HATS-45 b,HATS-45,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.1876244,0.05511,14.415,1.286,222.481,0.7,0.41,0.24,811.35,1518.0,0,0.689,3.0456,0.1004,6450.0,1.32,1.27,0.425,4.31,1.52,0.79,06h47m58.62s,101.9942455,-21d54m38.56s,-21.9107112,772.11
HATS-46 b,HATS-46,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.7423729,0.05367,10.122,0.903,54.98459,0.173,0.28,0.559,209.77,1054.0,0,0.634,2.4336,0.1088,5495.0,0.85,0.92,-0.23,4.54,3.0,2.1,00h26m48.63s,6.7026401,-56d18m57.97s,-56.3161021,453.808
HATS-47 b,HATS-47,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.9228038,0.04269,12.52,1.117,117.27927,0.369,0.331,0.088,87.73,853.0,0,0.7127,2.00232,0.1746,4512.0,0.66,0.67,-0.796,4.63,8.1,3.36,19h09m56.26s,287.4844021,-49d39m53.79s,-49.6649424,300.67
HATS-48 A b,HATS-48 A,2,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.1316666,0.03769,8.967,0.8,77.23269,0.243,0.589,0.162,137.6,955.0,0,0.083,2.34576,0.1148,4546.0,0.72,0.73,-0.709,4.59,11.97,2.804,19h14m41.28s,288.6720048,-59d34m45.66s,-59.5793505,263.609
HATS-49 b,HATS-49,1,1,0,Transit,2020,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.1480467,0.04515,8.575,0.765,112.19399,0.353,0.986,0.071,80.45,835.0,0,0.42,2.346,0.1127,4405.0,0.7,0.71,-0.785,4.6,10.5,2.961,00h26m27.26s,6.6135927,-56d20m39.41s,-56.3442798,324.413
HATS-5 b,HATS-5,1,1,0,Transit,2014,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.763387,0.0542,10.223,0.912,75.323,0.237,0.39,0.019,183.24,1025.0,0,0.158,2.9856,0.1076,5304.0,0.87,0.94,-0.268,4.53,3.6,1.8907,04h28m53.48s,67.2228465,-21d28m55.40s,-21.4820568,246.384
HATS-51 b,HATS-51,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.3488702,0.04639,15.805,1.41,244.09344,0.768,0.34,0.33,740.22,1553.0,0,0.3,3.3216,0.101,5758.0,1.44,1.19,0.31,4.2,4.74,0.56,06h51m23.38s,102.8474248,-29d03m31.16s,-29.0586551,389.57
HATS-52 b,HATS-52,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,1.36665436,0.02498,15.491,1.382,711.9392,2.24,1.06,0.246,1310.22,1834.0,0,0.481,2.0904,0.1352,6010.0,1.05,1.11,0.068,4.45,1.2,1.37,09h20m21.02s,140.0875894,-31d16m09.16s,-31.2692116,555.134
HATS-53 b,HATS-53,1,1,0,Transit,2017,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.8537768,0.04753,15.02,1.34,189.10885,0.595,0.303,0.33,471.61,1312.0,0,0.198,3.5064,0.125,5644.0,1.1,0.96,0.045,4.34,9.0,1.027,11h46m30.80s,176.628323,-33d51m36.28s,-33.8600764,585.77
HATS-54 b,HATS-54,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.5441765,0.037,11.377,1.015,239.32479,0.753,0.77,0.0,476.97,1429.0,0,0.715,2.468,0.0848,5621.0,1.23,1.05,0.115,4.2,7.96,0.795,13h22m32.37s,200.6348641,-44d41m19.82s,-44.6888393,748.585
HATS-55 b,HATS-55,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.2042001,0.05412,14.022,1.251,292.72143,0.921,0.587,0.092,355.91,1367.0,0,0.662,2.78376,0.1141,6214.0,1.13,1.2,0.229,4.41,0.4,1.179,07h37m08.01s,114.2833819,-32d45m19.51s,-32.7554188,609.838
HATS-56 b,HATS-56,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.324799,0.06043,18.921,1.688,191.33366,0.602,0.155,0.019,1080.87,1902.0,0,0.69,4.6416,0.0789,6536.0,2.2,1.57,0.898,3.95,1.894,0.2079,12h00m39.62s,180.165072,-45d47m58.04s,-45.7994559,564.409
HATS-57 b,HATS-57,1,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,2.350621,0.03493,12.767,1.139,1000.21101,3.147,2.65,0.028,570.23,1413.0,0,0.29,2.48856,0.1218,5587.0,0.96,1.03,-0.094,4.48,2.5,1.633,04h03m47.59s,60.9482779,-19d03m24.55s,-19.0568182,279.485
HATS-58 A b,HATS-58 A,2,1,0,Transit,2019,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,4.2180896,0.05798,12.274,1.095,327.3649,1.03,0.96,0.168,382.71,1721.0,0,0.655,3.18,0.0786,7175.0,1.43,1.46,0.689,4.29,0.31,0.702,12h27m08.95s,186.7873036,-48d58m42.28s,-48.9784105,403.591
HATS-59 b,HATS-59,1,2,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,5.416081,0.06112,12.621,1.126,256.17098,0.806,0.7,0.129,269.0,1128.0,0,0.457,3.5928,0.1116,5670.0,1.04,1.04,-0.004,4.42,4.3,1.31,11h21m17.84s,170.324325,-22d23m17.44s,-22.388177,642.884
HATS-6 b,HATS-6,1,1,0,Transit,2015,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.3252725,0.03623,11.187,0.998,101.38777,0.319,0.399,0.0,47.33,713.0,0,0.427,2.04096,0.17978,3724.0,0.57,0.57,-1.1,4.68,8.1,4.36,05h52m35.23s,88.1468079,-19d01m53.86s,-19.0316268,169.318
HATS-60 b,HATS-60,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.560829,0.04708,12.924,1.153,210.40346,0.662,0.537,0.191,903.9,1528.0,0,0.45,3.8592,0.0811,5688.0,1.46,1.1,0.3,4.15,7.55,0.496,22h45m27.37s,341.3640336,-14d59m30.39s,-14.9917747,486.474
HATS-61 b,HATS-61,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,7.817953,0.07908,13.395,1.195,1080.622,3.4,2.47,0.092,374.2,1226.0,0,0.508,5.5296,0.0738,5542.0,1.66,1.08,0.369,4.03,8.9,0.33,04h06m37.87s,61.6578005,-25d20m58.80s,-25.3496674,679.761
HATS-62 b,HATS-62,1,1,0,Transit,2018,0.18 m Takahashi Epsilon Astrograph,Apogee 4K CCD Sensor,0,3.2768837,0.04163,11.825,1.055,56.89157,0.179,0.076,0.298,387.4,1237.0,0,0.348,2.76528,0.1159,5416.0,0.93,0.9,-0.173,4.45,9.55,1.556,20h49m47.83s,312.4493079,-24d18m12.62s,-24.303506,523.067
