pl_name,hostname,sy_snum,sy_pnum,sy_mnum,discoverymethod,disc_year,disc_telescope,disc_instrument,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,pl_imppar,pl_trandur,pl_ratror,st_spectype,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist
BD-11 4672 c,BD-11 4672,1,2,0,Radial Velocity,2020,3.58 m Telescopio Nazionale Galileo,HARPS-N Spectrograph,0,74.20000000,0.300000,4.040,0.360,15.37000,0.04836,1.280000,0.400000,,,0,,,,K7V,4550.00,0.64,0.65,-0.804,4.64,7.400,3.53000,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665000
BD-13 2130 b,BD-13 2130,1,1,0,Radial Velocity,2007,1.2 m Leonhard Euler Telescope,CORALIE Spectrograph,0,714.29999000,1.660000,12.500,1.110,3108.37740,9.78000,8.750000,0.210000,,,0,,,,G5 IV/V,4545.00,19.17,2.12,2.043,2.20,0.740,,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.2140000
BD-14 3065 b,BD-14 3065 A,3,1,0,Transit,2024,0.1 m TESS Telescope,TESS CCD Array,0,4.28897310,0.065600,21.590,1.926,3932.00000,12.37000,2.150000,0.066000,646.76,2001,0,0.9099,3.0860000,0.08430,,6935.00,2.35,1.41,1.060,3.85,2.240,0.22300,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.4230000
BD-17 63 b,BD-17 63,1,1,0,Radial Velocity,2008,3.6 m ESO Telescope,HARPS Spectrograph,0,655.57000000,1.340000,12.800,1.150,1639.99458,5.16000,4.300000,0.543900,,,0,,,,K5 V,4714.00,0.74,0.74,-0.678,4.26,4.300,2.75844,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603000
BD-210397 b,BD-210397,1,2,0,Radial Velocity,2023,3.6 m ESO Telescope,HARPS Spectrograph,0,1891.00000000,2.630000,14.000,1.250,214.00000,0.70000,0.429000,0.100000,0.02,,0,,,,K7 V,4051.00,0.75,0.68,-0.870,4.67,6.200,2.23897,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000
BD-210397 c,BD-210397,1,2,0,Radial Velocity,2023,3.6 m ESO Telescope,HARPS Spectrograph,0,6240.00000000,5.900000,12.900,1.150,1525.57635,4.80000,3.910000,0.430000,0.00,,0,,,,K7 V,4051.00,0.75,0.69,-0.870,4.67,4.000,2.23897,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324000
CD Cet b,CD Cet,1,1,0,Radial Velocity,2020,3.5 m telescope,CARMENES,0,2.29070000,0.018500,1.820,0.162,3.95000,0.01243,3.600000,,8.60,464,0,,,,M5.0 V,3130.00,0.17,0.16,-2.533,4.93,3.000,30.35878,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.6071500
CFBDSIR J145829+101343 b,CFBDSIR J145829+101343,1,1,0,Imaging,2011,10 m Keck II Telescope,NIRC2 Camera,0,10037.50000000,2.600000,12.400,1.110,3337.10000,10.50000,9.620000,,,370,0,,,,,580.50,,0.02,,4.72,,,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,23.1000000
CFHTWIR-Oph 98 b,CFHTWIR-Oph 98 A,1,1,0,Imaging,2021,2.4 m Hubble Space Telescope,WFC3 Camera,0,8040000.00000000,200.000000,20.849,1.860,2479.06157,7.80000,1.500000,,,1800,0,,,,M9-L1,2320.00,0.24,0.01,-2.850,3.85,0.003,,16h27m44.23s,246.9342770,-23d58m52.14s,-23.9811500,
CHXR 73 b,CHXR 73,1,1,0,Imaging,2006,2.4 m Hubble Space Telescope,ACS Camera,0,,210.000000,12.300,1.100,3994.48600,12.56900,11.800000,,,,0,,,,M3.5,3099.00,,0.35,,,0.002,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.3740000
CI Tau c,CI Tau,1,1,0,Radial Velocity,2024,Multiple Telescopes,Multiple Instruments,0,25.20000000,0.170000,13.000,1.160,1144.18227,3.60000,2.860000,0.580000,,,0,,,,K7,3807.00,1.88,0.90,-0.255,,0.003,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.9980000
COCONUTS-2 b,COCONUTS-2 A,1,1,0,Imaging,2021,3.2 m telescope,SpeX,0,402000000.00000000,7506.000000,12.442,1.110,2002.31896,6.30000,5.710000,,,434,0,,,,M3 V,3406.00,0.39,0.37,-1.732,4.83,0.475,9.13895,07h49m12.22s,117.3009140,-76d42m09.71s,-76.7026960,10.8864000
CT Cha b,CT Cha,1,1,0,Imaging,2007,8.2 m ESO VLT UT4 Yepun Telescope,NACO Camera,0,,440.000000,24.660,2.200,5403.00000,17.00000,1.980000,,,2600,0,,,,K5e,4403.00,1.68,,-0.102,3.66,0.002,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.7200000
CoRoT-1 b,CoRoT-1,1,1,0,Transit,2008,0.27 m CoRoT Telescope,CoRoT CCD Array,0,1.50895570,0.027520,16.700,1.490,327.35000,1.03000,0.380000,0.000000,2852.63,1898,0,0.3500,2.3730000,0.13880,G0 V,5950.00,1.11,0.95,0.298,4.25,1.600,0.93000,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.9090000
CoRoT-10 b,CoRoT-10,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,13.24060000,0.105500,10.870,0.970,874.00000,2.75000,3.700000,0.530000,,600,0,0.8500,2.9800000,0.12690,K1 V,5075.00,0.79,0.89,-0.726,4.65,3.000,3.32000,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.3860000
CoRoT-11 b,CoRoT-11,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,2.99433000,0.043600,16.030,1.430,740.51000,2.33000,0.990000,0.000000,,1657,0,0.8180,2.5009000,0.10700,F6 V,6440.00,1.37,1.27,0.378,4.22,2.000,0.69000,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.0370000
CoRoT-12 b,CoRoT-12,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,2.82804200,0.040160,16.140,1.440,291.43800,0.91700,0.411000,0.070000,661.13,1442,0,0.5730,2.5742400,0.13140,,5675.00,1.12,1.08,0.070,4.38,6.300,1.08000,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.3700000
CoRoT-13 b,CoRoT-13,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.03519000,0.051000,9.920,0.885,415.70400,1.30800,2.340000,0.000000,546.53,1700,0,0.3740,3.1400000,0.09090,G0 V,5945.00,1.01,1.09,0.073,4.46,1.635,1.46800,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.9300000
CoRoT-14 b,CoRoT-14,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,1.51214000,0.027000,12.220,1.090,2415.40000,7.60000,7.300000,0.000000,,1952,0,0.8600,1.6620000,0.09250,F9 V,6035.00,1.21,1.13,0.119,4.35,4.200,0.91000,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6000000
CoRoT-16 b,CoRoT-16,1,1,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,5.35227000,0.061800,13.110,1.170,170.03200,0.53500,0.440000,0.330000,,,0,0.8250,2.3900000,0.10100,G5 V,5650.00,1.19,1.10,-0.435,4.36,6.730,0.93000,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.4090000
CoRoT-17 b,CoRoT-17,1,1,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.76810000,0.046100,11.430,1.020,772.29000,2.43000,2.820000,0.000000,,1626,0,0.1800,4.7200100,,G2 V,5740.00,1.59,1.04,0.134,4.40,10.700,0.32000,18h34m47.82s,278.6992360,-06d36m44.24s,-6.6122880,1176.1200000
CoRoT-18 b,CoRoT-18,1,1,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,1.90006930,0.029500,14.680,1.310,1102.82000,3.47000,2.200000,0.080000,823.70,1550,0,0.4000,2.3870000,0.13410,G9 V,5440.00,1.00,0.95,-0.170,4.40,0.032,1.35000,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.8890000
CoRoT-19 b,CoRoT-19,1,1,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.89713000,0.051800,14.460,1.290,352.78000,1.11000,0.710000,0.047000,1103.81,2000,0,0.2400,4.7000000,0.07860,F9 V,6090.00,1.65,1.21,0.544,4.07,5.000,0.38000,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.6630000
CoRoT-2 b,CoRoT-2,2,1,0,Transit,2008,0.27 m CoRoT Telescope,CoRoT CCD Array,0,1.74299350,0.027980,16.432,1.466,1102.82000,3.47000,1.470000,0.014300,932.91,1521,1,0.2210,2.2670400,0.16670,,5625.00,0.91,0.96,-0.131,4.53,2.700,1.81400,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.2830000
CoRoT-20 b,CoRoT-20,1,2,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,9.24285000,0.090000,9.416,0.840,1366.66900,4.30000,8.870000,0.590000,180.87,1024,0,0.2600,2.2248000,0.08420,G2 V,5880.00,1.02,1.14,0.170,4.35,0.100,1.51000,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-20 c,CoRoT-20,1,2,0,Radial Velocity,2018,Multiple Telescopes,Multiple Instruments,0,1675.00000000,2.900000,12.200,1.090,5403.11000,17.00000,16.400000,0.600000,,,0,,,,G2 V,4947.50,1.37,1.14,0.006,4.35,0.100,1.51000,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.0610000
CoRoT-21 b,CoRoT-21,1,1,0,Transit,2012,0.27 m CoRoT Telescope,CoRoT CCD Array,0,2.72474000,0.041700,14.572,1.300,718.29580,2.26000,1.360000,0.000000,,,0,0.2500,4.7600000,0.06700,F8 IV,6200.00,1.95,1.29,0.705,3.70,4.100,0.25500,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,1398.8341969
CoRoT-22 b,CoRoT-22,1,1,0,Transit,2014,0.27 m CoRoT Telescope,CoRoT CCD Array,0,9.75598000,0.092000,4.880,0.435,12.20000,0.03800,0.249000,0.077000,,885,0,0.0120,4.4920000,0.03927,G3 V,5939.00,1.14,1.10,0.014,4.36,3.300,1.02700,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.1580000
CoRoT-23 b,CoRoT-23,1,1,0,Transit,2011,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.63130000,0.048000,11.770,1.050,889.90000,2.80000,3.000000,0.160000,,1660,0,0.5600,3.8880000,0.06710,G0 V,5900.00,1.61,1.14,0.087,4.30,7.200,0.50000,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.9700000
CoRoT-24 b,CoRoT-24,1,2,0,Transit,2014,0.27 m CoRoT Telescope,CoRoT CCD Array,0,5.11340000,0.056000,3.700,0.330,5.70000,0.01800,0.900000,0.000000,,1070,0,0.6500,2.8500000,0.03700,K1 V,4950.00,0.86,0.91,-0.601,4.55,11.000,1.94863,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-24 c,CoRoT-24,1,2,0,Transit,2014,0.27 m CoRoT Telescope,CoRoT CCD Array,0,11.75900000,0.098000,5.000,0.440,28.00000,0.08800,1.300000,0.000000,,850,0,0.3000,4.8000000,0.05000,K1 V,4950.00,0.86,0.91,-0.601,4.55,11.000,1.94863,06h47m41.41s,101.9225430,-03d43m09.44s,-3.7192892,591.5550000
CoRoT-25 b,CoRoT-25,1,1,0,Transit,2013,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.86069000,0.057800,12.110,1.080,85.81000,0.27000,0.150000,0.000000,,1330,0,0.9400,1.9200000,0.08500,F9,6040.00,1.19,1.09,0.141,4.31,4.500,0.64637,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.4800000
CoRoT-26 b,CoRoT-26,1,1,0,Transit,2013,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.20474000,0.052600,14.120,1.260,165.26000,0.52000,0.280000,0.000000,,1600,0,0.3300,5.4700000,0.07180,G5,5590.00,1.79,1.09,0.451,3.99,8.600,,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.1800000
CoRoT-27 b,CoRoT-27,1,1,0,Transit,2014,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.57532000,0.047600,11.287,1.007,3302.11000,10.39000,12.600000,0.065000,,1500,0,0.5400,2.7700000,0.09900,G2,5900.00,1.08,1.05,-0.166,4.40,4.210,1.24000,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.2800000
CoRoT-28 b,CoRoT-28,1,1,0,Transit,2015,0.27 m CoRoT Telescope,CoRoT CCD Array,0,5.20851000,0.060300,10.705,0.955,153.82972,0.48400,0.690000,0.047000,,,0,0.2400,5.7000000,0.05510,G8/9 IV,5150.00,1.78,1.01,0.388,3.60,12.000,0.27000,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.1830000
CoRoT-29 b,CoRoT-29,1,1,0,Transit,2015,0.27 m CoRoT Telescope,CoRoT CCD Array,0,2.85057000,0.038600,10.088,0.900,270.15550,0.85000,1.450000,0.082000,,,0,0.4300,2.1900000,0.10280,K0 V,5260.00,0.90,0.97,-0.094,4.30,4.500,1.82500,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.5070000
CoRoT-3 b,CoRoT-3,1,1,0,Transit,2008,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.25680000,0.057830,11.320,1.010,6883.91000,21.66000,26.400000,0.000000,,1695,0,0.5500,3.3840000,0.06630,F3 V,6740.00,1.56,1.37,0.391,4.22,2.200,0.43100,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.7710000
CoRoT-30 b,CoRoT-30,1,1,0,Transit,2020,0.27 m CoRoT Telescope,CoRoT CCD Array,0,9.06005000,0.084400,11.310,1.009,921.70700,2.90000,3.450000,0.007000,,,0,0.0000,,0.11400,G3 V,5650.00,0.91,0.98,-0.197,4.40,3.000,1.54162,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.2300000
CoRoT-31 b,CoRoT-31,1,1,0,Transit,2020,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.62941000,0.058600,16.365,1.460,266.97720,0.84000,0.330000,0.020000,,,0,0.8700,,0.06990,G2 IV,5700.00,2.15,1.25,0.398,3.85,4.700,0.15180,06h19m16.98s,94.8207350,-04d25m20.27s,-4.4222978,2005.7600000
CoRoT-35 b,CoRoT-35,1,1,0,Transit,2022,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.22748000,0.042900,18.831,1.680,349.61125,1.10000,0.290000,0.000000,,1747,1,0.5800,4.1900000,,F6 V,6390.00,1.65,1.01,0.362,4.01,6.100,0.44716,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.2100000
CoRoT-36 b,CoRoT-36,1,1,0,Transit,2022,0.27 m CoRoT Telescope,CoRoT CCD Array,0,5.61653100,0.066000,15.805,1.410,216.12332,0.68000,0.250000,0.000000,,1567,0,0.5730,4.9800000,,F3 V,6730.00,1.52,1.32,0.813,4.16,2.100,0.23732,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.9580000
CoRoT-4 b,CoRoT-4,1,1,0,Transit,2008,0.27 m CoRoT Telescope,CoRoT CCD Array,0,9.20205000,0.090000,13.340,1.190,228.83000,0.72000,0.525000,0.000000,203.95,1074,0,,4.4317333,0.10470,,6190.00,1.17,1.16,0.185,4.41,1.000,1.11000,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.4120000
CoRoT-5 b,CoRoT-5,1,1,0,Transit,2009,0.27 m CoRoT Telescope,CoRoT CCD Array,0,4.03789620,0.049470,15.558,1.388,148.42000,0.46700,0.217000,0.090000,786.29,1438,0,0.7550,2.9331124,0.11550,F9 V,6100.00,1.19,1.00,0.180,4.19,6.900,1.01000,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.4720000
CoRoT-6 b,CoRoT-6,1,1,0,Transit,2009,0.27 m CoRoT Telescope,CoRoT CCD Array,0,8.88659300,0.085500,13.068,1.166,940.74000,2.96000,2.320000,0.100000,,1017,0,0.2910,4.0800000,0.11690,F9 V,6090.00,1.03,1.05,0.026,4.43,2.500,1.31000,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.2940000
CoRoT-7 b,CoRoT-7,1,3,0,Transit,2009,0.27 m CoRoT Telescope,CoRoT CCD Array,0,0.85359163,0.017016,1.681,0.150,4.07661,0.01283,9.355000,0.000000,,1756,0,0.7130,1.0590000,0.01870,G9 V,5275.00,0.83,0.82,-0.289,4.50,1.800,2.00000,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 c,CoRoT-7,1,3,0,Radial Velocity,2009,0.27 m CoRoT Telescope,CoRoT CCD Array,0,3.69800000,0.046000,2.830,0.253,8.40000,0.02643,2.040000,0.000000,,,0,,,,G9 V,5256.00,0.86,0.90,-0.289,4.52,1.800,1.96324,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-7 d,CoRoT-7,1,3,0,Radial Velocity,2022,3.6 m ESO Telescope,HARPS Spectrograph,0,8.96600000,,4.310,0.384,17.14200,0.05393,1.180000,,,,0,,,,G9 V,5250.00,0.84,0.92,-0.292,4.57,1.800,2.35400,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.9060000
CoRoT-8 b,CoRoT-8,1,1,0,Transit,2010,0.27 m CoRoT Telescope,CoRoT CCD Array,0,6.21229000,0.063000,6.390,0.570,69.92000,0.22000,1.600000,0.000000,,870,0,0.4900,2.7400000,0.07500,K1 V,5080.00,0.77,0.88,-0.400,4.58,3.000,2.70000,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.0370000
CoRoT-9 b,CoRoT-9,2,1,0,Transit,2009,0.27 m CoRoT Telescope,CoRoT CCD Array,0,95.27265600,0.402100,11.949,1.066,266.97720,0.84000,0.860000,0.133000,,420,0,0.1600,8.2680000,0.11402,G3 V,5625.00,0.96,0.96,-0.254,4.54,6.000,1.51000,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.9800000
CoRoTID 223977153 b,CoRoTID 223977153,1,1,0,Transit,2017,0.27 m CoRoT Telescope,CoRoT CCD Array,0,6.71837000,0.071000,6.389,0.570,47.67450,0.15000,1.100000,,132.26,938,0,0.4000,2.4960000,0.05400,G0 VI,5970.00,0.79,1.08,-0.155,4.67,,1.57283,06h40m46.84s,100.1951714,+09d15m26.62s,9.2573953,576.6830000
DE CVn b,DE CVn,2,1,0,Eclipse Timing Variations,2018,Multiple Telescopes,Multiple Instruments,0,4098.10000000,5.750000,12.400,1.100,3823.27330,12.02930,11.000000,0.000000,,,0,,,,,3579.00,0.42,0.51,-1.574,4.80,,7.71066,13h26m52.97s,201.7207198,+45d32m43.96s,45.5455449,30.5225000
DENIS-P J082303.1-491201 b,DENIS-P J082303.1-491201,1,1,0,Astrometry,2013,8.2 m ESO VLT UT1 Antu Telescope,FORS2 Spectrograph,0,246.36000000,0.360000,11.900,1.060,9057.77000,28.50000,29.500000,0.345000,,,0,,,,L1.5,,,0.07,,,1.000,,08h23m02.90s,125.7620668,-49d12m01.08s,-49.2003008,20.7700000
DH Tau b,DH Tau,1,1,0,Imaging,2004,8.2 m Subaru Telescope,CIAO Camera,0,,330.000000,30.264,2.700,3496.00000,11.00000,0.693000,,,2200,0,,,,M0.5,4371.00,0.27,0.33,-0.212,4.00,0.001,0.37705,04h29m41.56s,67.4231674,+26d32m57.80s,26.5493897,134.8460000
DMPP-1 b,DMPP-1,1,4,0,Radial Velocity,2019,3.6 m ESO Telescope,HARPS Spectrograph,0,18.57000000,0.146200,5.290,0.472,24.27000,0.07636,0.901000,0.083000,,877,0,,,,F8 V,6196.00,1.26,1.21,0.320,4.41,2.010,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 c,DMPP-1,1,4,0,Radial Velocity,2019,3.6 m ESO Telescope,HARPS Spectrograph,0,6.58400000,0.073300,3.060,0.273,9.60000,0.03020,1.840000,0.057000,,1239,0,,,,F8 V,6196.00,1.26,1.21,0.320,4.41,2.010,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 d,DMPP-1,1,4,0,Radial Velocity,2019,3.6 m ESO Telescope,HARPS Spectrograph,0,2.88200000,0.042200,1.650,0.147,3.35000,0.01054,4.100000,0.070000,,1632,0,,,,F8 V,6196.00,1.26,1.21,0.320,4.41,2.010,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-1 e,DMPP-1,1,4,0,Radial Velocity,2019,3.6 m ESO Telescope,HARPS Spectrograph,0,5.51600000,0.065100,1.860,0.166,4.13000,0.01299,3.530000,0.070000,,1314,0,,,,F8 V,6196.00,1.26,1.21,0.320,4.41,2.010,0.81281,05h47m06.27s,86.7761233,-10d37m49.16s,-10.6303217,62.5388000
DMPP-2 b,DMPP-2,1,1,0,Radial Velocity,2019,Multiple Telescopes,Multiple Instruments,0,5.20720000,0.066400,14.300,1.280,138.89171,0.43700,0.261000,0.078000,,1000,0,,,,F5 V,6500.00,1.78,1.44,0.104,4.10,2.000,0.24354,01h49m37.86s,27.4077310,-34d27m32.75s,-34.4590985,137.9400000
DMPP-3 A b,DMPP-3 A,2,1,0,Radial Velocity,2019,3.6 m ESO Telescope,HARPS Spectrograph,0,6.67320000,0.066200,1.410,0.126,2.58000,0.00812,5.060000,0.140000,,854,0,,,,K0 V,5138.00,0.91,0.87,-0.293,4.30,10.900,,06h06m29.85s,91.6243820,-72d30m45.6s,-72.5126648,45.2300000
DMPP-4 b,DMPP-4,1,1,0,Radial Velocity,2023,Multiple Telescopes,Multiple Instruments,0,3.49820000,0.048530,3.530,0.315,12.20000,0.03839,1.520000,0.063000,,,0,,,,F5-F8 V,6400.00,1.38,1.25,0.459,4.24,2.150,0.64076,19h34m19.84s,293.5826648,+51d14m08.90s,51.2358069,25.3284000
DP Leo b,DP Leo,2,1,0,Eclipse Timing Variations,2009,2.4 m Lijiang Station Telescope,6K CCD Mosaic,0,10220.00000000,8.190000,12.700,1.140,1995.88832,6.28000,5.350000,0.390000,,,0,,,,,13500.00,0.01,0.69,-2.400,,,,11h17m15.89s,169.3162193,+17d57m41.66s,17.9615717,305.6840000
DS Tuc A b,DS Tuc A,2,1,0,Transit,2019,0.1 m TESS Telescope,TESS CCD Array,0,8.13826800,,5.700,0.509,413.17900,1.30000,,0.000000,115.83,850,0,0.1800,3.1764000,0.05419,G6 V,5428.00,0.96,1.01,-0.140,4.60,0.045,2.40000,23h39m39.71s,354.9154673,-69d11m45.75s,-69.1960430,44.0622000
EPIC 201170410.02,EPIC 201170410,1,1,0,Transit,2020,0.95 m Kepler Telescope,Kepler CCD Array,0,6.79870000,0.034900,1.047,0.093,1.15000,0.00360,5.510000,0.000000,,,0,0.4600,,0.03400,,3648.00,0.28,0.29,-1.900,5.00,,,11h20m33.81s,170.1408561,-04d48m25.21s,-4.8070039,134.0000000
EPIC 201238110 b,EPIC 201238110,1,1,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,28.16560000,,1.870,0.167,4.16000,0.01310,3.500000,,,,0,0.2400,3.3600000,0.04580,,3587.00,0.37,0.41,-1.508,4.78,,6.73294,11h58m49.40s,179.7058532,-03d23m22.06s,-3.3894613,159.2590000
EPIC 201427007 b,EPIC 201427007,1,1,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,0.72091000,,1.500,0.134,2.86000,0.00899,4.660000,,,,0,,,0.01420,,5633.00,0.94,0.93,-0.049,4.40,,1.02055,12h18m24.51s,184.6021322,-00d33m04.64s,-0.5512886,706.3910000
EPIC 201497682 b,EPIC 201497682,1,1,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,2.13174000,,0.692,0.062,0.26000,0.00082,4.310000,,,,0,0.2100,,0.01150,,4991.00,0.55,0.78,-0.766,4.63,,3.22926,11h15m44.80s,168.9366786,+00d29m17.02s,0.4880606,253.0260000
EPIC 201595106 b,EPIC 201595106,1,1,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,0.87721400,,1.300,0.116,2.24000,0.00705,5.600000,,,1874,0,0.4100,1.0008000,0.01260,,5820.00,0.93,1.02,-0.026,4.60,,1.47541,12h14m52.89s,183.7203635,+01d58m05.41s,1.9681688,232.1000000
EPIC 201615463 c,K2-166,1,2,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,3.80464000,,1.220,0.109,1.98000,0.00624,5.990000,,,,0,0.6100,,0.00930,,5942.50,1.60,1.07,0.458,4.09,,0.42293,12h20m45.14s,185.1880932,+02d16m56.56s,2.2823788,476.8820000
EPIC 201754305 d,K2-16,1,3,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,2.71578000,,1.030,0.092,1.08000,0.00340,5.430000,,,,0,0.2100,,0.01500,K3 V,4761.00,0.54,0.67,-0.761,4.63,,2.95996,11h40m23.33s,175.0972238,+04d33m26.75s,4.5574311,334.9670000
EPIC 201757695.02,EPIC 201757695,1,1,0,Transit,2020,0.95 m Kepler Telescope,Kepler CCD Array,0,2.04780000,0.029600,0.908,0.081,0.68800,0.00217,5.050000,0.000000,,,0,0.1200,,0.01270,,4520.00,0.66,0.73,-0.364,4.66,,,11h35m45.24s,173.9385102,+04d36m59.15s,4.6164303,577.6000000
EPIC 201833600 c,K2-50,1,2,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,3.96151000,,1.000,0.089,0.97200,0.00306,5.340000,,,,0,0.4000,2.1600000,0.01680,,4292.67,0.63,0.61,-0.874,4.74,,2.55179,11h17m56.08s,169.4836540,+05d59m17.84s,5.9882890,257.4430000
EPIC 201841433 b,EPIC 201841433,1,1,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,4.16980000,0.035000,1.040,0.093,1.12000,0.00352,5.470000,,,,0,0.2100,2.4000000,0.01520,,5053.00,0.63,0.80,-0.635,4.60,,2.65207,11h40m49.62s,175.2067520,+06d08m05.33s,6.1348146,436.4880000
EPIC 205950854 c,K2-168,1,2,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,8.05072200,,1.310,0.117,2.27000,0.00714,5.550000,,,961,0,0.0640,3.7200000,0.01258,,5502.70,0.83,0.88,-0.176,4.39,,1.27040,22h12m26.42s,333.1100738,-16d20m30.79s,-16.3418863,243.9350000
EPIC 206024342 b,EPIC 206024342,1,3,0,Transit,2019,0.95 m Kepler Telescope,Kepler CCD Array,0,4.50756000,,1.700,0.152,3.53000,0.01110,3.950000,,,,0,0.7000,2.1840000,0.01470,,5724.00,0.82,0.93,-0.170,4.59,,2.38280,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
EPIC 206024342 c,EPIC 206024342,1,3,0,Transit,2021,0.95 m Kepler Telescope,Kepler CCD Array,0,0.91172400,,1.400,0.125,2.54000,0.00800,5.090000,,,,0,0.9600,1.4160000,0.01170,,5724.00,1.10,0.93,-0.170,4.50,,2.38280,22h05m06.51s,331.2771441,-14d07m18.49s,-14.1218019,369.8880000
